X,Y
115.51722424393888,-32.023667587631842
115.51668848859273,-32.02537520620654
115.515649005404,-32.022205885990921
115.51631156190453,-32.022484253529562
115.51612764437928,-32.02338414611804
115.51626131016134,-32.024287754851031
115.51579592015587,-32.024913739327367
115.51622059424696,-32.02681300262136
115.51617283737164,-32.027804692278274
115.51720742244167,-32.027997204533172
115.51666936560616,-32.028532137394834
115.51784905033422,-32.026290822153712
115.51828496945024,-32.02683714377897
115.51913710108137,-32.027839348062692
115.52153914847521,-32.0305735145119
115.52084185710667,-32.030475176964977
115.52076876102007,-32.029752688505845
115.52023753224836,-32.029205262806983
115.52000650488365,-32.029743792967558
115.51937231514928,-32.029014752937044
115.51951924273988,-32.027122174953583
115.52008845071207,-32.027940660258757
115.53283198600883,-32.028269171899325
115.53263135627002,-32.028898282972257
115.53087927347816,-32.029870244722389
115.52649097870027,-32.030811570627073
115.52716084995515,-32.030638945015063
115.52904822528394,-32.030480446917252
115.52983022356989,-32.03057972171969
115.53014589222467,-32.030042153983096
115.52819549334509,-32.030831369140138
115.53147163221057,-32.029245674557835
115.5320957432896,-32.028621469034114
115.53326120768988,-32.027913319095987
115.53393535713352,-32.027470092292049
115.53324094826671,-32.027191447021906
115.53380922627277,-32.026746995982172
115.53399154321403,-32.025937261388179
115.53248054839172,-32.025739372930261
115.53262260765747,-32.027454906610984
115.50271483212494,-32.016731767755843
115.50248373788409,-32.017270264855298
115.502748689201,-32.017904823425802
115.50248876982261,-32.018262571483099
115.5025102559318,-32.018894255177834
115.50253467660102,-32.019345564929075
115.49612275697609,-32.019089277328391
115.47936842778935,-32.016814785964954
115.47976619746113,-32.017090166685783
115.48007630915059,-32.017544903360125
115.48018530228919,-32.017997229083264
115.47964012317904,-32.020877217262132
115.47915169209423,-32.020961563977181
115.47815365607903,-32.021129997588332
115.47964725592885,-32.019163429747245
115.47922383695543,-32.019158352522965
115.47861897446845,-32.019241300989428
115.4782107621144,-32.019597218116026
115.47823968476887,-32.020409399570639
115.47671508172836,-32.019128240985737
115.47668318749912,-32.018496431216356
115.47671331296797,-32.017955570216543
115.4768099341116,-32.017235100227602
115.47467483025825,-32.017660455720176
115.47413049630465,-32.017924518469165
115.47361941076795,-32.01809877525897
115.47299947778254,-32.01845212678019
115.47811191913624,-32.017250732129945
115.47785056287395,-32.018330041389042
115.47200626807135,-32.020244237239801
115.47313754053586,-32.020979493585529
115.47357753501811,-32.020623975943245
115.47391316566542,-32.020176996998742
115.45687351423592,-32.032418844127321
115.45744671839654,-32.032335616460102
115.4581499870127,-32.032073561473304
115.45892584888355,-32.031902588221932
115.45974405535014,-32.031732124609213
115.46035500593888,-32.030025682037603
115.46096146104446,-32.029852638514321
115.46056374442382,-32.030840046913433
115.46120196473659,-32.030667388051796
115.46182959608659,-32.030494597457476
115.4623876400186,-32.030050349611635
115.46291090552448,-32.029786084355756
115.46344626076893,-32.029431759971992
115.44829522983709,-32.014904921032382
115.44733201056673,-32.014893131589218
115.44637937667805,-32.014881464510061
115.4453844040946,-32.014869271259705
115.4456366939728,-32.016856835608401
115.45293879851015,-32.018930602982309
115.45280270530958,-32.018838739209208
115.45298265550576,-32.018840934667743
115.45288890356865,-32.018749587528767
115.45297510165949,-32.018660435783268
115.45378566225534,-32.01767808450704
115.45377810682898,-32.017497585592167
115.45379172168711,-32.017317344802834
115.45392025803011,-32.017228708574102
115.45403820901146,-32.017139943163599
115.45411533385128,-32.016960476549933
115.45621118791114,-32.015723159987829
115.4559374915183,-32.01562962437621
115.45584827784792,-32.015267724257775
115.45587549836981,-32.014907241829818
115.45711995872905,-32.012667300602452
115.45677822771189,-32.012843549759829
115.45612802815812,-32.013106246654466
115.45576512432831,-32.013282235247829
115.46958109817602,-32.012637879854239
115.47003764378007,-32.011921758217937
115.46969275693064,-32.011015559411142
115.47028539214863,-32.010391282337054
115.4712305034635,-32.010853697264373
115.4711396332585,-32.009950563737277
115.47088131597155,-32.011480914249958
115.47455303959993,-32.013509615534574
115.47408831521589,-32.01088811329646
115.47484890532482,-32.010987465948531
115.47563215940943,-32.010996882585601
115.47638515264138,-32.010915726947999
115.47716989825069,-32.010834948071405
115.47621770308881,-32.012717792982087
115.47565820629676,-32.012620865471824
115.4704520383208,-32.012467979332094
115.47276457060704,-32.007083617481015
115.47341019798112,-32.007091389960216
115.47398472611495,-32.006917895913787
115.47334023881947,-32.00492565399712
115.47286856953548,-32.005280791673364
115.47223353885761,-32.005273144311616
115.47220189828931,-32.005904190477814
115.47204624192968,-32.006353334877261
115.47113163266037,-32.007244352162921
115.47048141245757,-32.006875697289516
115.47008671115481,-32.006419917689136
115.47052964056017,-32.005884036456571
115.46976909814626,-32.005784659268521
115.46890730522126,-32.006044870688108
115.46848394868184,-32.006039759472898
115.46884547647295,-32.007216773989434
115.46922050567609,-32.007582116109255
115.46968320839942,-32.007768107385381
115.46794133132838,-32.007476467191324
115.46743013836414,-32.006387845806685
115.47436362835231,-32.003855520163015
115.47498196241239,-32.003592344008709
115.47560965355645,-32.004682336934515
115.47600708575361,-32.003694868907054
115.47665269035338,-32.003702624154933
115.47661809754665,-32.004514044683965
115.47749506038258,-32.004614778223157
115.47804228564972,-32.004170325487358
115.4785380769812,-32.003635049282501
115.47908231286063,-32.003370964040563
115.47373296849599,-32.002945893521307
115.47430136803926,-32.002501711764459
115.47618822232276,-32.002343985044035
115.47685200177939,-32.002532365487085
115.47740398481278,-32.003080216693917
115.47819611323621,-32.002548498488423
115.48454704508701,-32.005150250445723
115.48370943321186,-32.005230444125253
115.48279476131891,-32.005490118685167
115.48181343050734,-32.005297968299054
115.48341122286671,-32.004054225305033
115.48222435619692,-32.004130232966631
115.48112233059082,-32.004838673983187
115.4834737795873,-32.000897828122163
115.48155818612032,-32.000874911843653
115.48481213582934,-32.001906067772062
115.48533666048881,-32.001551515430933
115.4866775880334,-32.001116499127527
115.48590203244169,-32.001287652607701
115.48012612016399,-31.999775311750376
115.48446931556228,-31.998293804423163
115.48578330915774,-31.998850721457153
115.48480075714284,-31.999380214382334
115.47805447852232,-31.998307207685194
115.48219616138101,-32.000702138875511
115.48142138519745,-31.998257353910379
115.485195976523,-31.996588603169496
115.48274594166578,-31.998814428528263
115.47929599899396,-31.999404546387513
115.48340468683105,-31.997379038673539
115.48196445455261,-31.999346303904918
115.48193959621169,-31.997000697861647
115.48230869604878,-31.997726747802872
115.48527363143886,-31.998303411104857
115.47872168464727,-32.000209496991474
115.48375747130559,-31.999097135778005
115.47951708307755,-32.000760258157214
115.48191135906156,-31.998714239352502
115.48056781137147,-32.000592440278027
115.48360447058067,-31.998103060684517
115.4840450894083,-32.000273227835258
115.48270379390313,-31.999445353638485
115.4784523222452,-31.999214021296424
115.48205839756055,-32.000069061349279
115.48115812048671,-31.997532568746717
115.48522496223646,-31.997400787547953
115.48299027775833,-31.996832858358925
115.48286365549595,-31.998094202914093
115.48759747445897,-31.998601751061312
115.48882512051473,-31.998616381703329
115.48896145005136,-31.999339640046713
115.48800303719143,-31.99968903701334
115.48838336356187,-31.997799279731368
115.4924600423119,-31.995773091509427
115.49238128272965,-31.995411337935547
115.49228283404058,-31.994959145898008
115.49200005191371,-31.994775375967848
115.49167641651438,-31.994500915302275
115.49152382895619,-31.994769714218201
115.49135278304404,-31.994226453858385
115.49107467969374,-31.994403555142661
115.49100798623365,-31.993951739884633
115.49062848885792,-31.99385702093916
115.4903065770196,-31.994123803700369
115.49022930489032,-31.993671862200532
115.48984070514014,-31.99348682822226
115.4894038624077,-31.993662036147924
115.49094129333594,-31.993499924580465
115.49105057357552,-31.99070488731229
115.49190601059804,-31.990173831935156
115.4933481401834,-31.990010557062266
115.49261822434332,-31.990633318250925
115.49166754598579,-31.991163246117917
115.49199584860399,-31.991798579984792
115.4922092242616,-31.992342342746877
115.49276073142353,-31.991627260478069
115.49330928063021,-31.991092549404716
115.493761108947,-31.990646892031755
115.49443984776431,-31.990564743880004
115.49483608129738,-31.990930263366028
115.49399565743175,-31.991190903393878
115.49374489268617,-31.991638948844301
115.49321750742365,-31.99217391310912
115.49288060100696,-31.992711137984021
115.49275534180313,-31.993250876546178
115.49335707325712,-31.993348228573133
115.49376363416387,-31.993082442863603
115.49408995449049,-31.992545089943327
115.49456147797461,-31.992189868141701
115.49504505322822,-31.991744582962649
115.49558917306368,-31.99148042280499
115.49027044154737,-31.990515197435332
115.4902158138479,-31.989973320771671
115.49008858957129,-31.989340375661946
115.48935079950977,-31.989151184242747
115.48809153303336,-31.989136184227608
115.48712412343956,-31.989395265402283
115.48640919821223,-31.989747555853253
115.48966187840124,-31.988252843370997
115.49100283610542,-31.98844920813637
115.49157451297681,-31.989087437469017
115.4922382329183,-31.989275735796877
115.49293665189761,-31.989284033886076
115.48898999144402,-31.990499953913655
115.49951924314873,-31.984130184736497
115.49864097486281,-31.984119795686016
115.49813629479507,-31.984564846344202
115.49876237676152,-31.985113483410117
115.49953012908293,-31.98476174622559
115.49958248212204,-31.98674686791168
115.49874181067415,-31.986376105148683
115.49769098111905,-31.985912644120368
115.49680505668344,-31.985721742166902
115.49581037549815,-31.985709954004946
115.49519838309224,-31.986243924769191
115.49492352931262,-31.986872096664829
115.49590911263566,-31.986793579581882
115.49666806281674,-31.986982983518747
115.49761131898204,-31.986903951674226
115.498273567493,-31.987182405599977
115.49905222132654,-31.987462233247019
115.49982647583117,-31.988012618089968
115.499308259896,-31.988637922061848
115.49868832587258,-31.988359974059826
115.49779032366811,-31.988259140264912
115.4967697529537,-31.987886234261019
115.49537293399915,-31.987869677075611
115.49576768814514,-31.988325380663333
115.49681559220915,-31.988969232283463
115.49775298801886,-31.98925094869573
115.49875682123154,-31.989353035221356
115.49734204363924,-31.989787309674316
115.4962218038805,-31.989683832218766
115.49490934400445,-31.989036837563319
115.4943435375517,-31.988037874363787
115.49765538818818,-31.99069306618139
115.49930592548375,-31.990081168216424
115.49852196247573,-31.991424961407784
115.49963928981762,-31.991708793684534
115.51508641429496,-31.986839058589986
115.51573191241783,-31.98684661143766
115.51659817997545,-31.986946947260254
115.5172677451262,-31.986774363742938
115.51691956949658,-31.986048654687401
115.51638612162031,-31.986313033119902
115.5155698644421,-31.986393690946596
115.51498163842584,-31.986116192854993
115.51488744573658,-31.985393450859448
115.51530885138995,-31.984857152817131
115.51476732232268,-31.984309585394879
115.51471836533912,-31.983406962696971
115.51537110236008,-31.98296357675919
115.51478353237552,-31.981333010869214
115.51587776272387,-31.981075198671736
115.51485655864872,-31.982055505547866
115.51484493409515,-31.982777009365819
115.51578004360296,-31.981885900837288
115.5160549614989,-31.983873626225929
115.51709195848612,-31.983885749796645
115.51620974868351,-31.98477748622286
115.51597882027293,-31.985316015335972
115.51673447982932,-31.985054236342901
115.51682929261845,-31.984423909744098
115.51532567025585,-31.980527510128212
115.51594518815641,-31.98017393697971
115.51546508512523,-31.98567082546284
115.51602156439255,-31.985947950004515
115.51689508026324,-31.985597343556407
115.51750925198574,-31.986235955926801
115.51665478801851,-31.983429614851101
115.51757393270556,-31.983530561624569
115.51517191875233,-31.983502475964151
115.51526901788053,-31.984044842026083
115.51536507807512,-31.985308835516058
115.51484325629961,-31.984851703940386
115.51663446831977,-31.984692247232886
115.51501445673459,-31.980794483514746
115.51524846056111,-31.987291979619929
115.51807749803508,-31.983807058897064
115.51647321712811,-31.980901751624227
115.52287132597885,-31.988463415260362
115.52300461012119,-31.986751070740318
115.52234997455761,-31.986653243443858
115.52195410343704,-31.986919247658584
115.52758809307105,-31.988698651780531
115.52748659416076,-31.988426858441549
115.52763762641921,-31.988248200943758
115.52777807594863,-31.988069420454213
115.52769774129811,-31.987797872838424
115.52779586165173,-31.987618601105194
115.52773669139324,-31.98734729907591
115.52754715967754,-31.986623458449873
115.52716620882377,-31.986619036922853
115.52407580512728,-31.985951690005635
115.52465925205722,-31.985868270374997
115.52526241868739,-31.98587528236714
115.52596082241617,-31.985883397936263
115.52645528686612,-31.98606955166327
115.52698582337523,-31.985985506813741
115.5274817315217,-31.986081468181091
115.52790356733711,-31.986176568249217
115.5282787558821,-31.986541741383196
115.52807193709242,-31.986900162926986
115.52859045534549,-31.986906177182028
115.52831100271594,-31.987173551589329
115.52823116745016,-31.987533446180716
115.52858181594952,-31.987447307998593
115.52840141929754,-31.986813779643487
115.52794207201894,-31.987079066617454
115.5280892792219,-31.987802415678257
115.52804839125203,-31.987711736179318
115.52840962267528,-31.98762572126644
115.52887329033692,-31.98708986722173
115.5289699681193,-31.987000782957168
115.52889107030151,-31.98663904748614
115.52873522008551,-31.986456830033472
115.52691512463279,-31.986435711781613
115.52617583087157,-31.986336921291439
115.52723353039326,-31.985717766806484
115.5266529696852,-31.985620821554296
115.52609357397621,-31.985524119525412
115.52728450433146,-31.985177127462872
115.52768805352062,-31.985091605572997
