dst_sank,zone,lat,lon,year,Model
735.465,N,-31.987099179098813,115.52216469023384,2014,Pots
726.938,N,-31.986874111582708,115.52202254234652,2014,Pots
701.643,N,-31.986945185375323,115.52175009131489,2014,Pots
695.149,N,-31.98719394383482,115.52170270910617,2014,Pots
789.304,N,-31.98561847026743,115.52250821493706,2014,Pots
780.885,N,-31.98559477878707,115.52235422043972,2014,Pots
786.243,N,-31.985417093543138,115.52238975816479,2014,Pots
805.46,N,-31.985405248341163,115.52259113409067,2014,Pots
808.695,N,-31.985618469908772,115.52268590010122,2014,Pots
794.354,N,-31.98580800131625,115.52260297968351,2014,Pots
779.732,N,-31.985796154990688,115.52241344920846,2014,Pots
801.603,N,-31.985239408658217,115.5225082142129,2014,Pots
782.547,N,-31.9852394091287,115.52225945559462,2014,Pots
764.259,N,-31.98548816801205,115.52217653545343,2014,Pots
748.082,N,-31.98571323550869,115.52204623314688,2014,Pots
765.696,N,-31.985973840646974,115.52229499220677,2014,Pots
787.323,N,-31.98591461158259,115.52253190639888,2014,Pots
814.96,N,-31.985772463643507,115.52278066538486,2014,Pots
828.221,N,-31.98544078533053,115.52283989303159,2014,Pots
828.448,N,-31.985132797917746,115.52275697331952,2014,Pots
814.469,N,-31.985263099936276,115.52266220816739,2014,Pots
1191.28,N,-31.985192026543587,115.52674422645714,2014,Pots
1172.54,N,-31.985369711505804,115.52654284929623,2014,Pots
1191.66,N,-31.985630316115948,115.52681529959351,2014,Pots
1200.09,N,-31.98545263119754,115.52687452798924,2014,Pots
1181.38,N,-31.985428939693758,115.52664946022962,2014,Pots
1161.25,N,-31.985689544258932,115.52650731305232,2014,Pots
1150.56,N,-31.985725081401405,115.52638885591503,2014,Pots
1201.14,N,-31.98597384040846,115.5269574482432,2014,Pots
1146.7,N,-31.985950148654258,115.52638885594,2014,Pots
1193.41,N,-31.985796155479452,115.52686268287486,2014,Pots
1217.14,N,-31.98558293308498,115.52709959617341,2014,Pots
1143.37,N,-31.986151525321496,115.52638885582036,2014,Pots
1207.9,N,-31.98616337091239,115.52707590505779,2014,Pots
1218.13,N,-31.985819846507614,115.52711144140456,2014,Pots
1158.95,N,-31.98553555095756,115.5264480840705,2014,Pots
1109.96,N,-31.986092296623664,115.52603348632518,2014,Pots
1124.28,N,-31.985808000532238,115.52611640512917,2014,Pots
1161.88,N,-31.987892839027833,115.53204397879543,2014,Pots
1176.56,N,-31.987880993139424,115.53186629346435,2014,Pots
1191.82,N,-31.98789283842329,115.53172414571112,2014,Pots
1216.77,N,-31.987892838815547,115.53142800404764,2014,Pots
1205.6,N,-31.987667771290496,115.53157015170457,2014,Pots
1175.45,N,-31.987644079997533,115.53185444758212,2014,Pots
1150.47,N,-31.987644079704435,115.53211505249364,2014,Pots
1132.26,N,-31.98794022118654,115.53232827484949,2014,Pots
1123.8,N,-31.9881415980222,115.5324467312008,2014,Pots
1107.67,N,-31.987987603827136,115.53258887869863,2014,Pots
1083.12,N,-31.988070524113265,115.53284948438734,2014,Pots
1096.71,N,-31.987857301879192,115.53273102742338,2014,Pots
1110.69,N,-31.98770330815998,115.53252965118509,2014,Pots
1110.69,N,-31.98770330815998,115.53252965118509,2014,Pots
1109.29,N,-31.98817713494115,115.53258887946626,2014,Pots
1250.56,N,-31.98769146252402,115.53109632478827,2014,Pots
1251.19,N,-31.987809918973284,115.53104894217422,2014,Pots
1237.03,N,-31.98794022167557,115.5312266275626,2014,Pots
1267.6,N,-31.98801129528357,115.53090679388703,2014,Pots
1213.48,N,-31.98811790620325,115.53147538641494,2014,Pots
1064.97,N,-31.98822451717922,115.53306270559919,2014,Pots
1284.75,N,-31.987229481287763,115.5306935725093,2014,Pots
1314.74,N,-31.987253172598912,115.53039742994196,2014,Pots
1329.74,N,-31.987288709331878,115.53023159073192,2014,Pots
1339.97,N,-31.987466394257382,115.53010128825206,2014,Pots
1314.82,N,-31.987407166506884,115.53040927656748,2014,Pots
1289.78,N,-31.98735978339744,115.53065803481898,2014,Pots
1269.9,N,-31.987063641621532,115.53085941199397,2014,Pots
1270.73,N,-31.986791191297517,115.53088310248805,2014,Pots
1286.39,N,-31.986684580608788,115.53071726332765,2014,Pots
1295.71,N,-31.986826728838714,115.53058696089637,2014,Pots
1315.35,N,-31.98688595715067,115.53039743039409,2014,Pots
1326.09,N,-31.98670827206913,115.53031451042293,2014,Pots
1322.16,N,-31.986530587150295,115.53036189370765,2014,Pots
1337.76,N,-31.986423976009505,115.53021974560632,2014,Pots
1356.54,N,-31.986637198108735,115.52999467739711,2014,Pots
1360.32,N,-31.986909648441753,115.52991175750398,2014,Pots
1374.76,N,-31.98714656177794,115.52978145529491,2014,Pots
1344.88,N,-31.98707548776686,115.53005390646041,2014,Pots
1359.74,N,-31.987312400958704,115.52989991204484,2014,Pots
1384.95,N,-31.987454548688408,115.52966299873863,2014,Pots
1370.05,N,-31.987525623373553,115.52981699296711,2014,Pots
1330.34,N,-31.987596696928854,115.53023159107106,2014,Pots
1301.62,N,-31.98788099295779,115.53056327001288,2014,Pots
1287.23,N,-31.987987603797958,115.53071726324927,2014,Pots
1238.4,N,-31.988141597590555,115.53123847300942,2014,Pots
1209.77,N,-31.988283745732666,115.53152276863989,2014,Pots
1289.44,N,-31.988236363299325,115.5306698812237,2014,Pots
1309.37,N,-31.988236362760887,115.53045665878284,2014,Pots
1390.05,N,-31.98696887609561,115.52961561616262,2014,Pots
1376.26,N,-31.98668458084787,115.5297459186932,2014,Pots
1317.17,N,-31.987999449808925,115.53036189330687,2014,Pots
1333.49,N,-31.988177134949687,115.53024343680985,2014,Pots
1336.07,N,-31.988437739074328,115.53019605393942,2014,Pots
1352,N,-31.98850881388335,115.53005390559045,2014,Pots
1359.19,N,-31.988224517550513,115.52994729527508,2014,Pots
1259.56,N,-31.98827190032043,115.5310252503851,2014,Pots
1335.49,N,-31.98683857401305,115.53017236230443,2014,Pots
1389.72,N,-31.987229481082686,115.52958007894753,2014,Pots
1379.12,N,-31.98826005409241,115.5297459190065,2014,Pots
1281.15,N,-31.98780991875981,115.5307646465226,2014,Pots
583.429,N,-31.98622259911042,115.53829138410363,2014,Pots
639.286,N,-31.9861278342138,115.5377346383599,2014,Pots
260.14,N,-31.987312400706223,115.54154894363684,2014,Pots
258.888,N,-31.986968876645093,115.5416081719193,2014,Pots
256.171,N,-31.98673196335464,115.54171478326522,2014,Pots
279.81,N,-31.986577969305184,115.5414897156128,2014,Pots
302.016,N,-31.98679119122065,115.54120541925843,2014,Pots
291.489,N,-31.987122870050925,115.54126464716083,2014,Pots
328.758,N,-31.986945185372996,115.54088558573378,2014,Pots
354.33,N,-31.98649504940457,115.54074343828016,2014,Pots
424.415,N,-31.98635290140329,115.5399616241918,2014,Pots
429.449,N,-31.986554277869825,115.53987870413151,2014,Pots
434.079,N,-31.98683857442851,115.53977209329044,2014,Pots
477.529,N,-31.986589815370053,115.53933380315313,2014,Pots
1155.8,N,-31.993801757340318,115.49017631705907,2014,Pots
608.093,N,-31.99262790472899,115.49597514720162,2014,Pots
234.74,N,-31.99128971310758,115.49956713577394,2014,Pots
9.998,N,-31.98976370531248,115.50135139075537,2014,Pots
1175.95,N,-31.994021779261235,115.49005754371107,2014,Pots
1151.83,N,-31.99351732439252,115.49002151179229,2014,Pots
1160.3,N,-31.99324708164552,115.48976928484893,2014,Pots
1126.76,N,-31.993967730260756,115.49058001472712,2014,Pots
630.132,N,-31.9926345296266,115.49567860696004,2014,Pots
681.864,N,-31.993030886265768,115.49531828216563,2014,Pots
730.47,N,-31.993030886477328,115.49474176341056,2014,Pots
733.287,N,-31.993265097710974,115.49484986006624,2014,Pots
710.931,N,-31.993319146437518,115.4951381207135,2014,Pots
681.864,N,-31.993211049105824,115.49544439619574,2014,Pots
648.33,N,-31.992976837658176,115.49567860700826,2014,Pots
617.048,N,-31.992886756929842,115.49602091505953,2014,Pots
572.336,N,-31.992634529444185,115.49639925641662,2014,Pots
538.803,N,-31.992598497278568,115.49674156455727,2014,Pots
503.015,N,-31.992508415787057,115.49715593721169,2014,Pots
576.794,N,-31.992922788994917,115.49650735349964,2014,Pots
568.591,N,-31.99223817282781,115.49618306105674,2014,Pots
614.897,N,-31.992256188643104,115.49566059073369,2014,Pots
655.498,N,-31.992508416220268,115.49535431490114,2014,Pots
708.748,N,-31.992616513244055,115.49474176289826,2014,Pots
742.499,N,-31.99371550357393,115.49501200644008,2014,Pots
775.764,N,-31.993553357172633,115.49454358472131,2014,Pots
789.288,N,-31.993805584178222,115.49452556796862,2014,Pots
760.193,N,-31.99369748668699,115.49475977895935,2014,Pots
753.408,N,-31.993193032716842,115.4945796170158,2014,Pots
772.018,N,-31.993066919300862,115.494291357758,2014,Pots
798.12,N,-31.992868740039555,115.49384095185229,2014,Pots
748.933,N,-31.992688578329684,115.494309373887,2014,Pots
784.859,N,-31.99295882200419,115.49405714611092,2014,Pots
749.267,N,-31.992868740346417,115.49445350361864,2014,Pots
677.397,N,-31.992418335214982,115.49499399081598,2014,Pots
648.33,N,-31.99220214010037,115.49524621762278,2014,Pots
594.692,N,-31.991931896641905,115.49571463931731,2014,Pots
567.865,N,-31.991931896885216,115.49603893172818,2014,Pots
527.839,N,-31.991949912792354,115.49648933741547,2014,Pots
501.622,N,-31.991949912848014,115.49681362888523,2014,Pots
545.281,N,-31.99225618844602,115.49650735381302,2014,Pots
523.441,N,-31.99283270772172,115.49704783993059,2014,Pots
641.685,N,-31.99322906524112,115.49591281769258,2014,Pots
675.883,N,-31.992652546021876,115.49515613644661,2014,Pots
709.964,N,-31.99286874091095,115.49490390921648,2014,Pots
706.47,N,-31.99308493536129,115.49504803931424,2014,Pots
693.042,N,-31.99227420521269,115.49477779595271,2014,Pots
770.106,N,-31.99394971447974,115.49484986008773,2014,Pots
716.795,N,-31.993769551532907,115.49537233125173,2014,Pots
706.47,N,-31.99344525971609,115.4952822497596,2014,Pots
675.457,N,-31.993445260117266,115.49562455830642,2014,Pots
608.155,N,-31.993084934964998,115.49620107763958,2014,Pots
799.918,N,-31.99331914583509,115.49412921168255,2014,Pots
802.6,N,-31.99362542195469,115.49425532465115,2014,Pots
814.76,N,-31.99328311348831,115.49389500076485,2014,Pots
769.067,N,-31.992652545289953,115.49403913044226,2014,Pots
735.533,N,-31.992256188314567,115.49420127689196,2014,Pots
654.182,N,-31.993535340700106,115.49594885050867,2014,Pots
689.391,N,-31.993859632615,115.4957146394631,2014,Pots
732.315,N,-31.994039795334967,115.49533629836884,2014,Pots
616.419,N,-31.993373194662073,115.49630917456473,2014,Pots
564.245,N,-31.99306691910539,115.49675958050845,2014,Pots
509.26,N,-31.99297683819231,115.49731808360973,2014,Pots
634.932,N,-31.991859831527975,115.4951741526255,2014,Pots
731.051,N,-31.99252643239794,115.49445350387305,2014,Pots
212.384,N,-31.991085134256856,115.49974667153656,2014,Pots
219.102,N,-31.991409426113982,115.4998547688611,2014,Pots
243.724,N,-31.99155355557109,115.4996205575836,2014,Pots
199.772,N,-31.991535539693192,115.50016104462227,2014,Pots
169.966,N,-31.991139182965117,115.50025112536972,2014,Pots
185.57,N,-31.990922987827915,115.49996286584864,2014,Pots
237.071,N,-31.990959019977154,115.49938634664991,2014,Pots
192.315,N,-31.99054464731036,115.49965659021824,2014,Pots
149.803,N,-31.990562663389277,115.50019707653965,2014,Pots
156.493,N,-31.990941003859305,115.50034120616588,2014,Pots
120.806,N,-31.990886955161315,115.50068351513487,2014,Pots
131.977,N,-31.99110315039137,115.50070153140982,2014,Pots
156.174,N,-31.9914995076445,115.50070153145855,2014,Pots
191.012,N,-31.99189586387416,115.50064748286144,2014,Pots
208.585,N,-31.99191388057524,115.50039525573789,2014,Pots
224.065,N,-31.991841815646215,115.50012501196431,2014,Pots
259.804,N,-31.991751734481184,115.49956650833826,2014,Pots
284.636,N,-31.99191388059926,115.49938634620423,2014,Pots
283.933,N,-31.991607604246454,115.49922420033926,2014,Pots
234.74,N,-31.99128971310758,115.49956713577394,2014,Pots
259.274,N,-31.991049101193457,115.49918816792771,2014,Pots
282.963,N,-31.991103150580162,115.49891792452992,2014,Pots
302.636,N,-31.991103150332354,115.49868371325691,2014,Pots
292.9,N,-31.990868939255254,115.4986656978315,2014,Pots
266.076,N,-31.99076084194943,115.49889990818203,2014,Pots
241.457,N,-31.990526630615857,115.49904403872043,2014,Pots
205.689,N,-31.990364484889742,115.49936833034567,2014,Pots
172.157,N,-31.99031043581039,115.49978270402289,2014,Pots
196.747,N,-31.990778858230566,115.49976468731025,2014,Pots
230.28,N,-31.990688777421582,115.49927824865226,2014,Pots
134.137,N,-31.990688776905003,115.5004673198681,2014,Pots
100.603,N,-31.99056266335042,115.5007735963499,2014,Pots
87.3038,N,-31.990814890711555,115.50106185592489,2014,Pots
107.333,N,-31.991067117367113,115.50095375827821,2014,Pots
101.222,N,-31.99023837102557,115.50053938483359,2014,Pots
131.977,N,-31.990076225380065,115.50008897941156,2014,Pots
158.792,N,-31.98987804716289,115.49967460573112,2014,Pots
216.867,N,-31.990040192926003,115.49908007047891,2014,Pots
277.253,N,-31.99131934476531,115.49909808668549,2014,Pots
324.165,N,-31.991049101278488,115.49837743730588,2014,Pots
292.9,N,-31.990562663815048,115.49850355183234,2014,Pots
259.371,N,-31.99034646832652,115.49873776248411,2014,Pots
224.677,N,-31.99169768537769,115.4999268333763,2014,Pots
308.524,N,-31.991391410211577,115.49880982744564,2014,Pots
192.315,N,-31.989986143820285,115.49933229834959,2014,Pots
129.685,N,-31.989842013935228,115.4999988987439,2014,Pots
192.315,N,-31.98975193296847,115.49918816813917,2014,Pots
241.457,N,-31.990004160252603,115.49875577881934,2014,Pots
326.01,N,-31.992292221056168,115.49917015178708,2014,Pots
346.629,N,-31.99229222097769,115.498863875931,2014,Pots
378.507,N,-31.992490399991777,115.49862966503002,2014,Pots
356.93,N,-31.992526432580615,115.49891792495909,2014,Pots
313.067,N,-31.99236428604093,115.49935031429517,2014,Pots
7.06965,N,-31.989535738866888,115.50127805033098,2014,Pots
4.999,N,-31.98931954391626,115.50116995296251,2014,Pots
9.998,N,-31.989139381232366,115.50098979090576,2014,Pots
1517.33,N,-31.997112020713594,115.48782861206345,2014,Pots
1545.79,N,-31.997733121707643,115.48791361326002,2014,Pots
1522.92,N,-31.997769154508415,115.48820187305071,2014,Pots
1423.3,N,-31.99722866733681,115.48906665122747,2014,Pots
1389.73,N,-31.99686834321232,115.48924681364107,2014,Pots
1355.5,N,-31.99667016421245,115.48948102513401,2014,Pots
1328.16,N,-31.99645396933503,115.48969721999347,2014,Pots
1308.6,N,-31.996093645374057,115.48969721946611,2014,Pots
1276.82,N,-31.995823402109938,115.48993143104516,2014,Pots
1163.01,N,-31.9954450607421,115.4910304201988,2014,Pots
1142.41,N,-31.994958623184985,115.49101240463592,2014,Pots
1156.6,N,-31.994634330323375,115.49065207975204,2014,Pots
1149.12,N,-31.994147892929757,115.49041786907455,2014,Pots
1180.41,N,-31.994328055202455,115.49014762509356,2014,Pots
1171.6,N,-31.994490201111912,115.49038183574675,2014,Pots
1179.39,N,-31.994796476835404,115.49047191755137,2014,Pots
1167,N,-31.994994654866396,115.49072414461286,2014,Pots
1182.78,N,-31.995391012397615,115.49079620930293,2014,Pots
1194.93,N,-31.995733320496054,115.49081422531646,2014,Pots
1243.98,N,-31.995877450201668,115.49034580410368,2014,Pots
1296.66,N,-31.995715304034277,115.48960713828096,2014,Pots
1327.98,N,-31.995877450329022,115.48937292763179,2014,Pots
1339.74,N,-31.99618372638723,115.48939094382483,2014,Pots
1367.3,N,-31.996471985517438,115.48922879744394,2014,Pots
1410.04,N,-31.996670164586725,115.48888648976195,2014,Pots
1413.8,N,-31.996922391862853,115.48894053851282,2014,Pots
1370.9,N,-31.996273807657193,115.48906665199534,2014,Pots
1424.43,N,-31.99647198581938,115.48854418096471,2014,Pots
1444.1,N,-31.996904375567695,115.48861624616693,2014,Pots
1459.33,N,-31.997390813659905,115.48876037559361,2014,Pots
1494.9,N,-31.99771510586442,115.488544181048,2014,Pots
1523.79,N,-31.99798534905139,115.488364018797,2014,Pots
1579.64,N,-31.99805741346755,115.48773345104293,2014,Pots
1582.62,N,-31.997751138391845,115.48744519141303,2014,Pots
1604.15,N,-31.99847178748313,115.48771543468978,2014,Pots
1284.28,N,-31.996075629007883,115.48998547910243,2014,Pots
1133.46,N,-31.995066720538407,115.49117455077194,2014,Pots
1198.3,N,-31.99450821744223,115.49003952795914,2014,Pots
1217.26,N,-31.99494060630456,115.49012960912539,2014,Pots
1381.68,N,-31.996129677550474,115.48885045681651,2014,Pots
1407.29,N,-31.997462878659423,115.48940895950858,2014,Pots
1304.84,N,-31.996508018572268,115.49002151215905,2014,Pots
1276.59,N,-31.996471986213752,115.49034580424356,2014,Pots
1508.74,N,-31.99823757605852,115.48870632668682,2014,Pots
1568.52,N,-31.998597901094435,115.48827393769821,2014,Pots
1605.06,N,-31.998868143625202,115.4880217105379,2014,Pots
1626.67,N,-31.99885012767103,115.487715435097,2014,Pots
1611.45,N,-31.998255592422115,115.48746320766097,2014,Pots
1382.35,N,-31.997444862257687,115.48976928469317,2014,Pots
1328.27,N,-31.99706652178292,115.4901296087648,2014,Pots
1274.44,N,-31.996670164607504,115.49048993395212,2014,Pots
1194.3,N,-31.995967531183453,115.49101240416356,2014,Pots
1160.12,N,-31.99573332024668,115.49124661534708,2014,Pots
1088.75,N,-31.99459829802229,115.49144479403056,2014,Pots
1102.44,N,-31.994292021992838,115.49108446919945,2014,Pots
1117.81,N,-31.9941478924408,115.49083224173002,2014,Pots
1236.4,N,-31.996057612622067,115.49056199822893,2014,Pots
1269.25,N,-31.996111661727955,115.49020167449122,2014,Pots
1353.88,N,-31.99692239124316,115.48971523598895,2014,Pots
1354.66,N,-31.99713858662268,115.4898773818014,2014,Pots
1490,N,-31.99832765732593,115.48903061880998,2014,Pots
1541.77,N,-31.998237576492382,115.48832798681865,2014,Pots
1560.08,N,-31.998039397869693,115.48794964592595,2014,Pots
1485.04,N,-31.998039397439204,115.48890450573772,2014,Pots
1207.44,N,-31.99555315792392,115.49058001490076,2014,Pots
1130.98,N,-31.99474242813225,115.49103042021832,2014,Pots
1129.49,N,-31.99447218498516,115.49085025866411,2014,Pots
1137.95,N,-31.99427400653476,115.49063406314392,2014,Pots
1504.33,N,-31.997931300287668,115.48856219696425,2014,Pots
1502.9,N,-31.997480895027454,115.48829195433294,2014,Pots
1569.53,N,-31.998399722038375,115.48811179186434,2014,Pots
1598.84,N,-31.99865194899543,115.48794964550525,2014,Pots
1536.57,N,-31.998399722250365,115.48850814838568,2014,Pots
1388.33,N,-31.997156602354096,115.48942697579602,2014,Pots
1333.99,N,-31.99667016419022,115.48975126879499,2014,Pots
767.326,N,-31.994129875915064,115.49499399065535,2014,Pots
1616.91,N,-32.005050033688924,115.4830324040526,2014,Pots
1619.71,N,-32.00496790471703,115.48315112956335,2014,Pots
1599.88,N,-32.00510460802825,115.48330915162177,2014,Pots
1612.14,N,-32.005149291581986,115.48288465844632,2014,Pots
1645.51,N,-32.0049258743301,115.48266124073682,2014,Pots
1643.79,N,-32.00481416507233,115.48289210560651,2014,Pots
1635.44,N,-32.00482905998433,115.4831378656073,2014,Pots
1620.7,N,-32.00488119092035,115.48337617717706,2014,Pots
1601.53,N,-32.005149292196165,115.48315275968342,2014,Pots
1632.35,N,-32.00496311031899,115.48285486981491,2014,Pots
1632,N,-32.005074819491576,115.48252719065192,2014,Pots
1629.87,N,-32.00517908099067,115.48239313966074,2014,Pots
1603,N,-32.00526844755725,115.48279529137268,2014,Pots
1594.3,N,-32.00526844774255,115.4830261567734,2014,Pots
1575.03,N,-32.00530568438975,115.48339851943248,2014,Pots
1605.56,N,-32.004978005263666,115.48355491132092,2014,Pots
1617.39,N,-32.004829059897496,115.48361448971829,2014,Pots
1770.65,N,-32.005462961225845,115.47898094660707,2014,Pots
1759.76,N,-32.00541804858231,115.47922347447542,2014,Pots
1755,N,-32.00539110094334,115.47943007201958,2014,Pots
1758.54,N,-32.005256363487476,115.47958277515401,2014,Pots
1752.57,N,-32.00516653799081,115.47982530359788,2014,Pots
1737.65,N,-32.005364153829916,115.47973547795898,2014,Pots
1741.04,N,-32.00545397925606,115.479519897669,2014,Pots
1723.73,N,-32.00545397889307,115.47983428582866,2014,Pots
1735.88,N,-32.0052294154429,115.47997800574831,2014,Pots
1774.73,N,-32.00498688805164,115.47973547788129,2014,Pots
1789.96,N,-32.00483418445863,115.4796636176489,2014,Pots
1809.89,N,-32.005310258878325,115.47851385458183,2014,Pots
1788.85,N,-32.00544499674416,115.47865757555485,2014,Pots
1801.15,N,-32.005453978567864,115.47844199483646,2014,Pots
1712.39,N,-32.005444996207714,115.4800139365642,2014,Pots
1745.57,N,-32.005103660179984,115.48005884926874,2014,Pots
1751.41,N,-32.00494197522716,115.48023849970443,2014,Pots
1773.38,N,-32.00482520268693,115.48002291874229,2014,Pots
1809.42,N,-32.004582673890134,115.47978937287053,2014,Pots
1722.04,N,-32.00522941608401,115.48027442982143,2014,Pots
1725.34,N,-32.00506773034967,115.48049899211257,2014,Pots
1703.63,N,-32.00517552065542,115.48078643281502,2014,Pots
1698.56,N,-32.00536415397582,115.4804540800205,2014,Pots
1715.36,N,-32.00519348600602,115.48048102773473,2014,Pots
1708.14,N,-32.00544499663563,115.48022053388021,2014,Pots
1761.38,N,-32.00478028933815,115.48033730697716,2014,Pots
