X,Y
115.47978748004127,-32.00612627718607
115.47941319859987,-32.00642342120863
115.47887831320861,-32.00619406324342
115.47926430215176,-32.006120005505899
115.47967130594186,-32.00570522475924
115.47958655710502,-32.005245205794793
115.47912428442173,-32.005279006807044
115.47875152056727,-32.005484366530389
115.4784847346276,-32.00579591141922
115.47804174681234,-32.005593881102413
115.47855689867362,-32.005154172860195
115.47914638409932,-32.004872726204759
115.47911735544946,-32.005698583659928
115.47822682502792,-32.004638752662636
115.47803459333251,-32.005095449191572
115.48233550909876,-32.00560598724902
115.48275442837142,-32.005401168968831
115.48324704398425,-32.005393946320666
115.48317593722265,-32.005039007615707
115.48260897873594,-32.004887968071742
115.48218898109076,-32.005158344929775
115.48175424198396,-32.005389200744602
115.48148375315698,-32.004992531324234
115.48216274417506,-32.004882628940692
115.48216274417506,-32.004882628940692
115.48280161955378,-32.00440504027948
115.48211178337348,-32.004239414344518
115.48173773322097,-32.004523453985456
115.4812410141935,-32.004779794945648
115.48133899633451,-32.005371115221202
115.4810058784788,-32.005039266828639
115.48078656146576,-32.005272698955167
115.48056526783546,-32.004693015581523
115.48093737580129,-32.004526985647566
115.48143344565666,-32.004309981230627
115.48182245079843,-32.004052350245246
115.48040422785643,-32.004192739971543
115.4809423498303,-32.004225414476664
115.48128670766546,-32.003875449772295
115.48085997460285,-32.00362116640391
115.48022804428696,-32.004610289207818
115.48049917552737,-32.004967625770448
115.48005767779327,-32.003742698841812
115.48399427703077,-32.004878304184821
115.48458029316072,-32.004806620659238
115.4837370084466,-32.00461294127112
115.48424435990768,-32.004645233983801
115.48464788339858,-32.004440225272234
115.48437328480196,-32.004292686085513
115.48412449809518,-32.004447085737681
115.48425428628514,-32.004042090712836
115.48375908751973,-32.004206659192732
115.4836845859957,-32.00499263180501
115.48338741743775,-32.004346474001437
115.48356423396439,-32.003889584481662
115.48399183939581,-32.004091411770503
115.4839985299142,-32.003684945671786
115.48344739714274,-32.00350787034855
115.48314640312728,-32.004028846730577
115.48635695651085,-32.004395059945828
115.48660466224031,-32.004306214916703
115.48656539495153,-32.003886085734941
115.4866327610595,-32.003532800801729
115.48626109774838,-32.003672624264958
115.48636277472369,-32.004041040716345
115.48631372412603,-32.003279820415422
115.48603244471816,-32.003538751352657
115.48613368960756,-32.00393339160739
115.4860983890495,-32.004208372569522
115.48606265717839,-32.004509577145697
115.48574038492407,-32.004453272596109
115.48582227971768,-32.004152619210551
115.48582723768324,-32.003851047338742
115.48560901347329,-32.004018929213323
115.48561793291569,-32.00441246749007
115.48579826960386,-32.004676908303182
115.48542897232797,-32.004672499133321
115.4858659877244,-32.00336627730816
115.48565970262186,-32.003744132128134
115.48539466973439,-32.003950797964102
115.48634191262865,-32.00343752955834
115.48529846465253,-32.004185708210379
115.48520053380645,-32.004525512886225
115.48573391747584,-32.004846627155338
115.48552725442319,-32.003375347757967
115.48526092850244,-32.003660684259472
115.48529699743352,-31.999595651924402
115.48560084810987,-31.999835339013845
115.48585961814058,-32.000008915292177
115.48625406779334,-32.000354597474853
115.48582281003475,-32.000375679160129
115.48527277100835,-32.00013305305125
115.48507856707337,-31.999776645100003
115.48614248231328,-32.000589325054875
115.48660516073399,-32.000529273966791
115.48571941430039,-32.000112156884946
115.48598809866995,-31.999682588774597
115.48554512212395,-31.999480584879656
115.48657955756366,-32.000214222832909
115.48628958138941,-32.000066504416957
115.48649292958027,-32.000803337364125
115.48497913123708,-32.000208232716545
115.48520777459045,-32.000342107295076
115.48560286978734,-32.000648455978265
115.48491327144414,-32.000469734074755
115.48532418410117,-32.000750043739508
115.48564665875364,-32.00079323714688
115.48534848939423,-32.001143765915579
115.48503377711522,-32.00062854612051
115.48460316509546,-32.000610288146866
115.48502795456572,-32.000982565322751
115.48455333780619,-32.000832637619872
115.48448618191101,-32.001172809591139
115.48479176093529,-32.001307604103175
115.48523560684299,-32.001457163504043
115.48554787100117,-32.001185489716256
115.48587358029378,-32.001032005200869
115.4847973687813,-32.000966696778377
115.48434360149423,-32.001420279532567
115.48472697819318,-32.00150354618507
115.48513918859278,-32.001705185607499
115.48473654117684,-32.001857749096466
115.48450875780166,-32.001671426335498
115.48589095308178,-31.99903882352341
115.48628841527527,-31.999200939872939
115.48645335783313,-31.999465196102275
115.4868324209671,-31.999810692921844
115.48650908732783,-31.999819949945291
115.48721256360787,-32.000090629492682
115.48705482087223,-32.000324807463336
115.48764274354863,-32.000135102227738
115.48735685672629,-31.99973826126762
115.48697391532258,-31.999628779022785
115.4867643191823,-31.999272189932501
115.4872842302476,-31.999475107081203
115.4878175930438,-31.999796212158621
115.4869511107363,-31.999143274005341
115.48644637330685,-31.998953650981527
115.48784428234273,-31.998170343618543
115.48767072781301,-31.998430562847123
115.48791432692018,-31.998590839688678
115.48824066868593,-31.998398013092213
115.48994864356536,-31.997474118164583
115.49027583673306,-31.997228838603061
115.4888024208708,-31.996988349751966
115.4892503387091,-31.996888769516961
115.48955935081473,-31.996813762690429
115.48957989615734,-31.996499261283336
115.48918157910451,-31.996389602789304
115.48882684019958,-31.996437835182263
115.48875884354024,-31.996830457639351
115.48925420898934,-31.996652756104389
115.46687070506471,-32.013689172021714
115.46669300864245,-32.013146051054015
115.46653278281069,-32.013796463134575
115.46621326523737,-32.013919886880068
115.46582171580349,-32.01388332885891
115.46559395862872,-32.014103326777821
115.46590328949712,-32.013470630761773
115.46540486725296,-32.014244237377277
115.46489598877129,-32.014524475712015
115.4645102745131,-32.01413794330341
115.46448311364739,-32.014646764882677
115.46380725623588,-32.014861333030851
115.46427508350573,-32.014803355367356
115.46362798327429,-32.014413654752282
115.4635426815253,-32.015049059206795
115.4630753838052,-32.015075218659533
115.46262861612682,-32.014990248661618
115.46227653101779,-32.014826870500059
115.46495650962602,-32.014254722092069
115.46591003163769,-32.01418670539347
