X,Y
115.5207439,-31.99082991
115.5209908,-31.99063947
115.5204744,-31.99076325
115.5207439,-31.99062994
115.5208674,-31.99035381
115.5206204,-31.99031572
115.5203621,-31.99048711
115.5206877,-31.99014432
115.5209459,-31.99015384
115.5211256,-31.99031572
115.5203958,-31.99003958
115.5201488,-31.99027763
115.5209459,-31.98978249
115.5209572,-31.98952539
115.5213501,-31.9898301
115.5214287,-31.99003958
115.5230903,-31.98862079
115.522978,-31.98887789
115.5228994,-31.98903976
115.5232587,-31.98914451
115.5230903,-31.98935399
115.5230342,-31.98969679
115.5227647,-31.9894873
115.5225402,-31.9893159
115.5223718,-31.98907785
115.5226075,-31.98877314
115.5220237,-31.9889255
115.5217318,-31.98905881
115.5220237,-31.9892302
115.5220013,-31.98958252
115.5222707,-31.98953491
115.521889,-31.98944921
115.5214624,-31.98946826
115.524707,-31.98682108
115.5246957,-31.98653541
115.524954,-31.98672586
115.5250326,-31.987002
115.5247968,-31.98707818
115.5252795,-31.9869163
115.524954,-31.986364
115.5251785,-31.98624974
115.5252795,-31.98645923
115.5263349,-31.98604976
115.5264584,-31.98658302
115.5262226,-31.98659254
115.5271208,-31.98658302
115.5269524,-31.98604976
115.5271881,-31.98620212
115.5266043,-31.98611642
115.5268401,-31.98622117
115.5269299,-31.986364
115.526537,-31.98631639
115.5267278,-31.98654493
115.5269075,-31.98664015
115.5271769,-31.98644018
115.5442531,-31.98697344
115.5452186,-31.98666872
115.5447022,-31.98632591
115.5440061,-31.98634496
115.546229,-31.986364
115.5472844,-31.98598311
115.5480253,-31.98577361
115.5488112,-31.98558316
115.5498666,-31.98522131
115.5508321,-31.98493563
115.550383,-31.9848785
115.5494399,-31.98518322
115.5469925,-31.98615451
115.5435346,-31.98586884
115.5430181,-31.98516417
115.5441184,-31.98546889
115.5435795,-31.9850499
115.5437816,-31.98449759
115.5446124,-31.98463091
115.5458249,-31.98468805
115.5449492,-31.98558316
115.5460494,-31.98539271
115.5426364,-31.984669
115.5420077,-31.98411669
115.5412892,-31.98362151
115.5406829,-31.9842881
115.5379885,-31.98786853
115.5368658,-31.98802089
115.5368882,-31.98710675
115.5367984,-31.98752573
115.537225,-31.98687821
115.5372699,-31.98664968
115.5376741,-31.98655445
115.5377415,-31.98693535
115.5382804,-31.98703057
115.5387968,-31.98714484
115.5388417,-31.98649732
115.5388866,-31.98600215
115.5381456,-31.98592597
115.5383028,-31.98642114
115.5373373,-31.98567839
115.5377639,-31.98531653
115.53846,-31.98516417
115.5378537,-31.98478327
115.538213,-31.98430714
115.5385498,-31.98478327
115.538954,-31.98512608
115.539201,-31.98476423
115.5391111,-31.98432619
115.5385723,-31.98421191
115.5389764,-31.98385005
115.5382354,-31.98383101
115.5393357,-31.98405955
115.5402787,-31.9834501
115.5398297,-31.98375483
115.5407503,-31.98305015
115.5399868,-31.98305015
115.5420751,-31.98320251
115.5418954,-31.98249782
115.5408176,-31.9819455
115.5410422,-31.98255496
115.5387968,-31.98202168
115.5385049,-31.98278351
115.5385498,-31.9832406
115.5393132,-31.98295492
115.5396725,-31.98263114
115.5400093,-31.98238355
115.5402787,-31.98190741
115.5340141,-31.98758286
115.5339018,-31.98684012
115.5347551,-31.98716388
115.5352266,-31.98684012
115.5345081,-31.98645923
115.5352266,-31.98605929
115.5355859,-31.98550698
115.5330935,-31.98703057
115.5330037,-31.98762095
115.5319708,-31.98712579
115.5321055,-31.98779235
115.531387,-31.98722102
115.5309155,-31.98803993
115.5306685,-31.98777331
115.5307583,-31.98727815
