X,Y
115.5324089,-31.98558951
115.535939,-31.98517652
115.5388605,-31.98373103
115.5356347,-31.98631224
115.5342957,-31.98708659
115.5313134,-31.98466028
115.5313134,-31.98316316
115.5304004,-31.98631224
115.5336871,-31.98755119
115.531009,-31.98373103
115.532835,-31.98218228
115.5354521,-31.98760281
115.5342957,-31.98641548
115.5369129,-31.98522814
115.5339305,-31.9842989
115.5354521,-31.98311153
115.5369737,-31.98264691
115.5390431,-31.98295666
115.5411125,-31.98114976
115.5398952,-31.98022048
115.5402604,-31.98254365
115.5409299,-31.98357616
115.5389214,-31.98533139
115.5325307,-31.98316316
115.5395909,-31.98517652
115.5407473,-31.98460865
115.5413559,-31.98435053
115.5412951,-31.98553788
115.5401387,-31.98574438
115.5406864,-31.98682847
115.5422689,-31.98626061
115.5423906,-31.98517652
115.5423906,-31.9845054
115.5429993,-31.9849184
115.5429993,-31.98414403
115.5421472,-31.98367941
115.5431819,-31.98347291
115.5418429,-31.98285341
115.5439731,-31.98404078
115.543547,-31.98476352
115.5442774,-31.98316316
115.5437296,-31.98295666
115.5448861,-31.98388591
115.5436079,-31.98522814
115.5431819,-31.98543464
115.5447035,-31.98460865
115.545373,-31.98367941
115.5449469,-31.9824404
115.5428167,-31.98218228
115.5438514,-31.98218228
115.5457382,-31.98300828
115.5428775,-31.98135626
115.5439122,-31.98156276
115.5450078,-31.98182089
115.5461642,-31.9822339
115.546712,-31.98440215
115.542208,-31.98213065
115.5408082,-31.98564113
115.5419037,-31.98662198
115.5403821,-31.98264691
115.5405647,-31.98218228
115.5411733,-31.98321478
115.523888,-31.98574438
115.5233402,-31.98460865
115.5237054,-31.98373103
115.52474,-31.98259528
115.5254704,-31.98109813
115.5270529,-31.98037536
115.5282702,-31.97944607
115.5299135,-31.97913631
115.5297309,-31.98016885
115.5294266,-31.98357616
115.5254704,-31.98445378
115.5264442,-31.98336966
115.5280876,-31.98507327
115.528331,-31.98651873
115.5266877,-31.98512489
115.5257747,-31.98548626
115.5250444,-31.98533139
115.5248009,-31.98460865
115.5275398,-31.98398916
115.5246183,-31.98326641
115.5264442,-31.98218228
115.5274789,-31.98311153
115.5274789,-31.98218228
115.5268703,-31.98156276
115.5290005,-31.98228553
115.5282702,-31.98171764
115.5279658,-31.98078837
115.5294266,-31.98120138
115.5297918,-31.9822339
115.5290005,-31.98295666
115.5287571,-31.98388591
115.5258356,-31.98367941
115.5255921,-31.98233715
115.5308265,-31.98140789
115.5302787,-31.98316316
115.5293049,-31.9847119
115.5265051,-31.9845054
115.5243749,-31.98424728
115.5242531,-31.98228553
115.524314,-31.98145951
115.5224881,-31.98300828
115.5232184,-31.98233715
115.523401,-31.98094325
115.5252878,-31.98053024
115.5263834,-31.98130463
115.5250444,-31.9820274
115.5253487,-31.98300828
115.5274789,-31.98553788
115.5254096,-31.98589925
115.5277224,-31.98497002
115.527905,-31.98280178
115.5244966,-31.98367941
115.5286962,-31.98063349
115.5302178,-31.98078837
115.5305221,-31.98176927
115.531009,-31.98058186
115.528331,-31.98016885
115.5282702,-31.98564113
115.5300352,-31.98414403
115.5284528,-31.98409241
115.5283919,-31.98300828
115.5272963,-31.98342128
115.5269312,-31.98295666
115.5235228,-31.98295666
115.5260791,-31.9845054
115.5271137,-31.98342128
115.5263225,-31.98171764
115.5273572,-31.98109813
115.5294266,-31.98161439
115.5285136,-31.98161439
115.5294874,-31.98280178
115.5311916,-31.9824404
115.5317394,-31.9822339
115.5325307,-31.98114976
115.531922,-31.9810465
115.5339914,-31.9800656
115.5294266,-31.98517652
115.5302787,-31.98460865
115.5316177,-31.98362778
115.531922,-31.98269853
115.5316786,-31.98156276
115.5334436,-31.9810465
115.5322263,-31.98053024
115.5255921,-31.98336966
115.5294266,-31.98610574
115.5316786,-31.98584763
115.5274789,-31.98548626
115.5241923,-31.98486677
115.5224272,-31.98367941
115.5223055,-31.98176927
115.521636,-31.98166602
115.5226098,-31.98099488
115.523401,-31.98187252
115.5221838,-31.98275016
115.5241923,-31.98084
115.5238271,-31.98032373
115.517132,-31.98522814
115.5179233,-31.98497002
115.5188362,-31.98460865
115.5201144,-31.98404078
115.5197492,-31.9847119
115.5209665,-31.98424728
115.5213925,-31.98331803
115.5182885,-31.98564113
115.5174364,-31.98651873
115.5183493,-31.98744795
115.5173146,-31.98729308
115.5192623,-31.98657035
115.5196883,-31.98760281
115.5198709,-31.98894499
115.5208447,-31.98796417
115.5190797,-31.98822228
115.518958,-31.98899661
115.5199318,-31.98811904
115.522062,-31.98817066
115.5215143,-31.98775768
115.5210882,-31.98729308
115.5202361,-31.98729308
115.518958,-31.98703496
115.520297,-31.98677685
115.5217577,-31.98677685
115.5212708,-31.98641548
115.5206013,-31.98626061
115.5198709,-31.98615737
115.5193231,-31.98755119
115.5182276,-31.98703496
115.5186536,-31.98626061
115.5178624,-31.98832553
115.5204796,-31.98951283
115.5218186,-31.98884175
115.5213925,-31.98889337
115.5226707,-31.98672522
115.5215751,-31.98626061
115.5209665,-31.98564113
115.5199926,-31.98564113
115.5195057,-31.98543464
115.522975,-31.98419566
115.5224272,-31.98460865
115.5213925,-31.9845054
115.5210882,-31.98481515
115.521636,-31.98527976
115.5227315,-31.98533139
115.5219403,-31.985796
115.5204796,-31.98522814
115.5188362,-31.98502164
115.5174364,-31.9860025
115.518045,-31.98677685
115.5165234,-31.98605412
115.5165843,-31.98688009
115.5168277,-31.98822228
115.5174364,-31.98765444
115.5191406,-31.98853202
115.5132367,-31.98120138
115.514454,-31.98176927
115.5147583,-31.98213065
115.5148192,-31.98300828
115.5162191,-31.98285341
115.515793,-31.98383428
115.516706,-31.98383428
115.5178624,-31.98352453
115.5194449,-31.98331803
115.5186536,-31.98295666
115.517132,-31.98192415
115.5164625,-31.98192415
115.5176189,-31.98171764
115.5156713,-31.9820274
115.5157322,-31.98135626
115.5177407,-31.98275016
115.5190188,-31.9822339
115.5205404,-31.98151114
115.5191406,-31.98161439
115.5183493,-31.9810465
115.5201752,-31.98238878
115.5195057,-31.98068512
115.5165843,-31.9810465
115.5176798,-31.9810465
115.5198709,-31.98037536
115.5187754,-31.9802721
115.5210273,-31.98053024
115.5145149,-31.98016885
115.5145757,-31.98114976
115.5160365,-31.97975584
115.5165234,-31.98047861
115.5181059,-31.97980746
115.515367,-31.98527976
115.5162191,-31.98486677
115.5141497,-31.98238878
115.5125064,-31.98022048
115.514028,-31.98053024
115.5176189,-31.97918794
115.5168277,-31.98275016
115.5156104,-31.98254365
115.5150018,-31.98424728
115.5173146,-31.98419566
115.518958,-31.98424728
115.5204187,-31.98290503
115.5222827,-32.03167796
115.526817,-32.03242612
115.5279735,-32.03157476
115.5302254,-32.03018161
115.5315949,-32.02984622
115.5327817,-32.02873683
115.5344859,-32.02749844
115.5341207,-32.02561501
115.5307123,-32.02445398
115.5360075,-32.0252796
115.5359771,-32.02484099
115.5355206,-32.02355094
115.5348511,-32.02344773
115.5340903,-32.02311232
115.5352467,-32.0228285
115.5343642,-32.02251889
115.5352467,-32.02215766
115.5357641,-32.02169323
115.5365553,-32.02156422
115.5363727,-32.0211772
115.5358249,-32.0211772
115.5358554,-32.02066116
115.5352771,-32.02066116
115.5371944,-32.01980969
115.5335425,-32.02148682
115.5338164,-32.0211514
115.5332686,-32.0211514
115.5336034,-32.02079017
115.5336034,-32.02042894
115.5334817,-32.01986129
115.5331773,-32.01962907
115.5339077,-32.01919043
115.534425,-32.0189066
115.5338164,-32.01779709
115.5340903,-32.01800351
115.5386247,-32.01859697
115.5382595,-32.01609409
115.5389899,-32.01599087
115.5404506,-32.01779709
115.5414853,-32.01761647
115.5479977,-32.02148682
115.5472369,-32.02086757
115.5463848,-32.02014512
115.5469935,-32.02014512
115.5473891,-32.0199645
115.5479673,-32.01978389
115.5484238,-32.01978389
115.5482716,-32.01924204
115.547663,-32.01939685
115.5481499,-32.0179003
115.5501584,-32.01694559
115.5520452,-32.01635212
115.5628181,-31.99991399
115.5633659,-32.0006108
115.5602618,-31.99846874
115.5598358,-31.99808161
115.5593185,-31.99756544
115.5588924,-31.99689442
115.5581316,-31.99586206
115.471309,-32.02037734
115.4711568,-32.01980969
115.4711568,-32.01934525
115.471522,-32.01931944
115.4710047,-32.01893241
115.4714307,-32.01870018
115.4727089,-32.01764227
115.4733175,-32.01728103
115.4738653,-32.01725523
115.4743522,-32.01684238
115.4730132,-32.01805512
115.4729828,-32.01849376
115.472648,-32.01913883
115.4734392,-32.01906142
115.4741696,-32.01862278
115.4756912,-32.01833895
115.4752043,-32.01766808
115.4723741,-32.01415882
115.4727393,-32.01423623
115.4733479,-32.01415882
115.4730436,-32.01390078
115.4723132,-32.01377176
115.4717959,-32.01413302
115.4719176,-32.01439105
115.4731045,-32.0133589
115.4726784,-32.01364274
115.4733175,-32.01379756
115.4737131,-32.014004
115.4691787,-32.01286862
115.4687527,-32.0127396
115.4691483,-32.01240414
115.4694222,-32.01263638
115.4694831,-32.01227512
115.4699091,-32.01268799
115.4695744,-32.01284281
115.4688136,-32.01240414
115.4684179,-32.01242995
115.4683875,-32.01165581
115.4686918,-32.01188805
115.4694222,-32.01098489
115.4692092,-32.01137196
115.4693309,-32.0116042
115.4696048,-32.01132035
115.4688136,-32.01121713
115.4688136,-32.01150098
115.4699091,-32.01168162
115.4701526,-32.01098489
115.4687831,-32.01085587
115.4684788,-32.01083006
115.4689962,-32.01039138
115.4691787,-32.01062362
115.4694831,-32.00990109
115.4693918,-32.0104946
115.46927,-32.01018494
115.4705786,-32.0121461
115.4702439,-32.01209449
115.4703352,-32.01181064
115.4708829,-32.01181064
115.4704265,-32.01142357
115.4710047,-32.01142357
115.4712481,-32.01175903
115.4712481,-32.01191386
115.4708525,-32.01230092
115.4707916,-32.01245575
115.4712177,-32.01075265
115.4707612,-32.01062362
115.4706395,-32.01036558
115.4703656,-32.01000431
115.4698178,-32.01046879
115.4708525,-32.01000431
115.471309,-32.01018494
115.4716742,-32.01033977
115.4719481,-32.01044299
115.471735,-32.0110107
115.471735,-32.01075265
115.4722828,-32.01075265
115.4721915,-32.0110365
115.4716437,-32.01134616
115.4720698,-32.01129455
115.4723132,-32.01010753
115.4726784,-32.01044299
115.472648,-32.01062362
115.472648,-32.01116552
115.4731045,-32.01111391
115.4730436,-32.01064943
115.472435,-32.00956562
115.4721002,-32.00961723
115.4727697,-32.00984948
115.4728306,-32.00951401
115.4724654,-32.00930757
115.4772128,-32.00659798
115.4778519,-32.00690765
115.4783084,-32.00752699
115.4775476,-32.00788827
115.4772128,-32.00855921
115.4761781,-32.00881727
115.478704,-32.00819794
115.4780649,-32.0080173
115.4768172,-32.00742377
115.4758434,-32.00750118
115.4747478,-32.00806891
115.4748087,-32.00853341
115.4753869,-32.00889468
115.4760564,-32.00809471
115.4754477,-32.00799149
115.4741392,-32.00845599
115.4741392,-32.00951401
115.4744435,-32.00912693
115.4736218,-32.00907532
115.4743826,-32.0099785
115.4752347,-32.00953981
115.4750826,-32.0071141
115.473774,-32.00819794
115.4767259,-32.00752699
115.4767259,-32.00796569
115.4774258,-32.00732054
115.4760868,-32.00675282
115.4766042,-32.00680443
115.4772737,-32.00693346
115.4763607,-32.0071141
115.4765737,-32.00830116
115.4770302,-32.00799149
115.4778519,-32.00744957
115.4761173,-32.00863663
115.4748695,-32.00902371
115.4745348,-32.00956562
115.4737131,-32.00990109
115.473774,-32.01046879
115.4741392,-32.00892049
115.4736523,-32.00956562
115.4732871,-32.00938498
115.4731958,-32.01023655
115.475326,-32.00830116
115.4756303,-32.0085076
115.4750826,-32.00781085
115.4754173,-32.00750118
115.4762085,-32.00941079
115.4776997,-32.00853341
115.4769085,-32.00892049
115.4757521,-32.00915274
115.4810777,-32.00538509
115.4814733,-32.0058238
115.4808951,-32.00572057
115.4806212,-32.00551412
115.4805908,-32.00473993
115.4800126,-32.00538509
115.481595,-32.00515283
115.482295,-32.00515283
115.4828732,-32.00515283
115.4799517,-32.00574638
115.4793126,-32.00566896
115.4793126,-32.00646895
115.4785518,-32.00600444
115.4791605,-32.00690765
115.480043,-32.00654637
115.4796778,-32.00608186
115.4804386,-32.0062625
115.4786431,-32.00628831
115.4793431,-32.00724313
115.4801647,-32.00695926
115.4803169,-32.0058496
115.4807125,-32.00613347
115.4809559,-32.00680443
115.4802864,-32.00497219
115.4792822,-32.0054367
115.4801039,-32.00494638
115.457645,-32.02672443
115.457645,-32.02765324
115.4525629,-32.01898401
115.4523498,-32.01846796
115.4536584,-32.01751326
115.4534454,-32.01741005
115.4531106,-32.01691979
115.4538714,-32.01691979
115.4534454,-32.01648114
115.4526541,-32.01668756
115.4527759,-32.01759067
115.4526237,-32.01717782
115.4529585,-32.01632632
115.4539323,-32.01684238
115.4539323,-32.0161715
115.4535975,-32.01609409
115.4532932,-32.01578445
115.4526541,-32.01596507
115.4543888,-32.01570704
115.4539932,-32.01534579
115.4550583,-32.01480391
115.4546018,-32.01508775
115.4556974,-32.01431364
115.456732,-32.01433945
115.4583449,-32.0127396
